gene_name	n_syn	n_mis	n_non	n_spl	wmis_cv	wnon_cv	wspl_cv	pmis_cv	ptrunc_cv	pallsubs_cv	qmis_cv	qtrunc_cv	qallsubs_cv
ENSFCAG00000009695:PTPN11	0	4	0	0	410.280644982928	0	0	2.70475086772137e-10	0.972337678876583	2.19052753713811e-09	2.42886627921379e-07	0.992831697876227	1.96709372835002e-06
ENSFCAG00000008135:TNFAIP3	0	3	0	0	205.978508371256	0	0	3.70984638897731e-07	0.974673160461456	2.44768907864401e-06	0.000166572102865081	0.992831697876227	0.00109901239631116
ENSFCAG00000019200:PTEN	0	1	1	0	162.846647947751	1856.43139574193	1856.43139574193	0.00423454871103801	0.000305527599384514	2.51437090141859e-05	0.374987713598303	0.274363784247294	0.00702839731963478
ENSFCAG00000006065:NF1	0	2	1	0	43.1386604021233	354.200002808	354.200002808	0.000871133640038102	0.0018150653759782	3.13068922923598e-05	0.130379668125703	0.543309569209474	0.00702839731963478
ENSFCAG00000009141:PDGFRA	0	2	0	0	119.050752345584	0	0	0.000102911729814581	0.960662699313318	0.000530059970300978	0.0308049111244979	0.992831697876227	0.0951987706660556
ENSFCAG00000015690:PTPRC	1	2	0	0	93.5608484623134	0	0	0.000170651876144401	0.958051391012521	0.000853511282171038	0.038311346194418	0.992831697876227	0.127742188564932
ENSFCAG00000006877:CHD4	0	2	0	0	68.7694888909784	0	0	0.000326343631996684	0.949215522400061	0.00156714934540936	0.0586113163066044	0.992831697876227	0.201042873168229
ENSFCAG00000030040:ATRX	0	0	1	0	0	423.429030824826	423.429030824826	0.780270976301456	0.00149573765091537	0.00621038521141226	0.957213715692752	0.543309569209474	0.697115739981026
ENSFCAG00000025748:BCL2L1	0	1	0	0	211.071160641475	0	0	0.00318854141444447	0.981607890105133	0.0129271240187057	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000002791:P2RY8	0	1	0	0	175.406895194407	0	0	0.00390364420566913	0.988321505879815	0.0155427722415948	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000038081:PRKN	0	1	0	0	136.26085118711	0	0	0.00514896858548486	0.973849133416594	0.0199659519911505	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000011854:ALB	0	1	0	0	122.551960145079	0	0	0.00578539813633394	0.971714080868055	0.0221787799039697	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000010347:MAX	0	1	0	0	120.929971060239	0	0	0.00587080941725104	0.980877201289307	0.0224815618675965	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000001436:PRDM14	0	1	0	0	115.901864123865	0	0	0.00615166866073069	0.976573271479668	0.0234448715422466	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000028952:HOXA3	0	1	0	0	114.70353130771	0	0	0.00622245068452731	0.97847280324014	0.0236892498759286	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000009623:TP53	0	1	0	0	114.016943358374	0	0	0.00626371459239927	0.973555662612777	0.0238261335252031	0.374987713598303	0.992831697876227	0.99889796271692
ENSFCAG00000027154:BCL11A	0	1	0	0	65.26014278462	0	0	0.0116050479708399	0.980816375569176	0.0413612954197968	0.651333317363392	0.992831697876227	0.99889796271692
ENSFCAG00000018737:PIK3CA	0	1	0	0	57.0946288372703	0	0	0.0134620972926237	0.960586887462554	0.0471266584867055	0.682173364315222	0.992831697876227	0.99889796271692
ENSFCAG00000030096:ARID4B	0	1	0	0	51.6114779060502	0	0	0.0150619869099601	0.964970027687735	0.0520483278503212	0.682173364315222	0.992831697876227	0.99889796271692
ENSFCAG00000015468:EGFR	0	1	0	0	49.9956800606072	0	0	0.0156048525692504	0.959560656144921	0.0536787019978139	0.682173364315222	0.992831697876227	0.99889796271692
ENSFCAG00000027633:STAG2	0	1	0	0	49.6465050907952	0	0	0.0157271074739275	0.952460101367786	0.0540214700926924	0.682173364315222	0.992831697876227	0.99889796271692
ENSFCAG00000002050:BCR	0	1	0	0	49.0152509226193	0	0	0.0159528292323159	0.963053579224517	0.0547419705643331	0.682173364315222	0.992831697876227	0.99889796271692
ENSFCAG00000013540:ARHGEF28	0	1	0	0	39.30004239423	0	0	0.0204095886196538	0.955212033707349	0.0678902487073234	0.833082299111324	0.992831697876227	0.99889796271692
ENSFCAG00000019287:SETD2	0	1	0	0	25.4200553087412	0	0	0.0332393434614071	0.946006329485363	0.103411730925101	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000000639:RELN	0	1	0	0	17.7450608281102	0	0	0.0497711222536853	0.931616499187495	0.14539223862351	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000015061:TRRAP	0	1	0	0	16.1507447443463	0	0	0.0553276718356279	0.933057656760739	0.158868521011066	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000000093:KMT2D	0	0	0	0	0	0	0	0.675234287941389	0.931007906859857	0.912550361935332	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000000945:RNF213	0	0	0	0	0	0	0	0.682883642657018	0.926601709157611	0.916048677754324	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000002901:PCLO	0	0	0	0	0	0	0	0.68503920220424	0.931018749658339	0.917598538608411	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000029544:FAT4	0	0	0	0	0	0	0	0.686025736706642	0.940277720256619	0.918959485052604	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000008632:KMT2C	0	0	0	0	0	0	0	0.690837530575953	0.925954982983391	0.919980787555835	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000026584:LRP1B	0	0	0	0	0	0	0	0.703134048903802	0.921519839402327	0.925461452471837	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000025616:FAT1	0	0	0	0	0	0	0	0.703734420106901	0.936472837436551	0.927297984472028	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000011374:PRKDC	0	0	0	0	0	0	0	0.722305451997181	0.927746174623	0.934957589989591	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000023839:ZFHX3	0	0	0	0	0	0	0	0.724185054355562	0.953120274467466	0.938018913564169	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000010626:SMG1	0	0	0	0	0	0	0	0.734862830972487	0.931107642445042	0.940748197466253	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000010165:SPEN	0	0	0	0	0	0	0	0.733960677534811	0.945305594080074	0.941666824314081	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000025587:BRCA2	0	0	0	0	0	0	0	0.737397095267257	0.946040133643914	0.943176526088525	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000043897:RANBP2	0	0	0	0	0	0	0	0.755396678995746	0.944207766852648	0.950304758323465	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000012430:ATM	0	0	0	0	0	0	0	0.758007463714377	0.937442111896004	0.95071621509793	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000023517:NOTCH1	0	0	0	0	0	0	0	0.75494317970584	0.953579438998835	0.950844403176842	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000007347:MGA	0	0	0	0	0	0	0	0.757698604528518	0.946584819892286	0.951391341112216	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000006262:CREBBP	0	0	0	0	0	0	0	0.759136563622583	0.947480173588334	0.952015432284251	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000024379:MGAM	0	0	0	0	0	0	0	0.765233887055623	0.92727598630837	0.95242161665807	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000000787:APC	0	0	0	0	0	0	0	0.761583742434002	0.945846809505953	0.952818176327332	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000031193:NCOR2	0	0	0	0	0	0	0	0.763490027401375	0.946938247442955	0.953626210110437	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000011214:UBR5	0	0	0	0	0	0	0	0.766655186980174	0.93769469259597	0.954007421613764	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000005002:EP300	0	0	0	0	0	0	0	0.765342766587649	0.945392636904324	0.954195532156324	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000043012:ANKRD11	0	0	0	0	0	0	0	0.762931164056413	0.959785309906063	0.954314771180089	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000006278:ARID1B	1	0	0	0	0	0	0	0.765936257497511	0.948469759922579	0.954662079492814	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000012814:ARID1A	0	0	0	0	0	0	0	0.766949178163271	0.945694061103624	0.954817588258637	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000012737:CIC	0	0	0	0	0	0	0	0.764875228456294	0.959740509345359	0.955042951278774	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000000053:MTOR	0	0	0	0	0	0	0	0.770067215095581	0.940273357654532	0.955499845855342	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000001531:NSD1	0	0	0	0	0	0	0	0.769430987880377	0.954107373483033	0.956366409744543	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000018078:ATR	0	0	0	0	0	0	0	0.773606208691714	0.94032216329684	0.95678674055745	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000000914:NOTCH3	0	0	0	0	0	0	0	0.771724916565213	0.95548029584013	0.957296860756629	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000001819:LRRK2	0	0	0	0	0	0	0	0.776095509828648	0.944387891665698	0.958030204031184	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000009649:NOTCH2	0	0	0	0	0	0	0	0.775342218142714	0.95068199634513	0.958259898285525	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000009998:NCOR1	0	0	0	0	0	0	0	0.778977935277112	0.938803326198369	0.958555699972506	0.957213715692752	0.992831697876227	0.99889796271692
ENSFCAG00000023397:POLQ	0	0	0	0	0	0	0	0.778524216668762	0.94376097451723	0.958836037560229	0.957213715692752	0.992831697876227	0.99889796271692
