gene_name	n_syn	n_mis	n_non	n_spl	wmis_cv	wnon_cv	wspl_cv	pmis_cv	ptrunc_cv	pallsubs_cv	qmis_cv	qtrunc_cv	qallsubs_cv
ENSFCAG00000009623:TP53	0	6	0	0	406.259348227747	0	0	9.99200722162641e-15	0.955718481423258	9.79216707719388e-14	8.97282248502052e-12	0.988598003490126	8.79336603532010e-11
ENSFCAG00000029143:MAPKAP1	0	2	0	0	115.598859134421	0	0	0.000106819691606863	0.947195990236164	0.00054850892464342	0.0479620415314815	0.988598003490126	0.246280507164896
ENSFCAG00000027260:CLTC	0	0	0	1	0	209.414998015878	209.414998015878	0.744995588723852	0.00319540056890055	0.0122847192982435	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000036350:BCL2L11	0	1	0	0	173.882533264004	0	0	0.00391573264403811	0.97521893075758	0.0155806190414787	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000000142:FGF6	0	1	0	0	156.081027726717	0	0	0.00440753191455601	0.977888625643319	0.0173479038493859	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000003944:PTPN1	0	1	0	0	80.8675862769403	0	0	0.00909204074367809	0.955182966022749	0.0332428051885056	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000043446:GNA12	0	1	0	0	78.3511889003329	0	0	0.00941567373305241	0.975541809791104	0.0343350422133947	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000012379:SPRED1	0	1	0	0	73.0207572798326	0	0	0.0101796137215789	0.959540834891368	0.0367767297058069	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000005490:FH	0	1	0	0	66.8065887447311	0	0	0.0112343231019147	0.960018947780673	0.0401473557728839	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000000348:CDC73	0	1	0	0	61.7666611966047	0	0	0.0122560222415279	0.945017533459326	0.0433210247919872	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000001108:SETD3	0	1	0	0	52.2708037887433	0	0	0.0147547758858239	0.94911849838513	0.0510573625979081	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000009182:LCP1	0	1	0	0	50.8661710423766	0	0	0.0152089675924193	0.946913171168786	0.0524298819091602	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000000790:TP63	0	1	0	0	49.5657497281206	0	0	0.0156539023518659	0.95287571308394	0.0538029983988211	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000014214:SYK	0	1	0	0	48.6729143653447	0	0	0.015974039606453	0.953329592935985	0.0547713946081858	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000045924:FBXO31	0	1	0	0	47.9578811708223	0	0	0.0162395741242787	0.958174421881198	0.0555897540131257	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000030357:NBN	0	1	0	0	42.0861012547354	0	0	0.0187853585888202	0.938443790758637	0.0630584958335829	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000013487:GPHN	0	1	0	0	41.1395944806278	0	0	0.0192683714664019	0.933459433334246	0.0644411906208293	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000026219:ETAA1	0	1	0	0	36.6841889543076	0	0	0.0219003906868377	0.94719826443416	0.0721472539886704	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000013185:SETD1B	0	1	0	0	34.3758285251083	0	0	0.0235512686442245	0.938040792163464	0.0767863997009351	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000004539:FLT3	0	1	0	0	31.3996537646168	0	0	0.026063352018848	0.932693168800559	0.0837857587482567	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000003659:DNMT3A	0	1	0	0	30.1219225834163	0	0	0.0273046918828779	0.937162586385178	0.0872615219663284	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000015191:PER1	0	1	0	0	27.1013722950573	0	0	0.030737832491743	0.933362753799903	0.0965892311667497	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000005323:INPPL1	0	1	0	0	26.4993248693698	0	0	0.0315221019228725	0.928522383121519	0.0986480708025816	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000003030:INSR	0	1	0	0	22.2565580217916	0	0	0.0383415799190453	0.935179669791006	0.11669076451458	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000024512:ZNF521	0	1	0	0	21.032690217827	0	0	0.0408567926260153	0.943247111452416	0.123252465766384	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000022076:NIN	0	1	0	0	15.836690647947	0	0	0.0562101416578874	0.896330960726202	0.160181947534428	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000019287:SETD2	0	1	0	0	13.8093111391453	0	0	0.0655735163235383	0.903158803619542	0.18219340164553	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000006065:NF1	0	1	0	0	11.4761775299506	0	0	0.0807395306663157	0.896973042128382	0.21579981162622	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000043897:RANBP2	0	1	0	0	11.1857780480421	0	0	0.0830981764404143	0.897773882789463	0.220928354373374	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000000945:RNF213	0	0	0	0	0	0	0	0.569661738278916	0.875268340929855	0.840353559278966	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000029544:FAT4	0	0	0	0	0	0	0	0.58267103943555	0.908370811772828	0.854203681883889	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000026584:LRP1B	0	0	0	0	0	0	0	0.591269307376283	0.87255833098513	0.854671610484518	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000008632:KMT2C	0	0	0	0	0	0	0	0.597749300639765	0.870644567907134	0.858602231039792	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000000093:KMT2D	0	0	0	0	0	0	0	0.597809614861333	0.872930747769352	0.859043615372539	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000002901:PCLO	1	0	0	0	0	0	0	0.599438548485655	0.875399624672239	0.860531047563232	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000025616:FAT1	0	0	0	0	0	0	0	0.595554785894225	0.903236026598174	0.862206575995633	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000011374:PRKDC	0	0	0	0	0	0	0	0.616469220468569	0.872396000568792	0.870820047378585	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000015061:TRRAP	0	0	0	0	0	0	0	0.62542422517795	0.881648315661246	0.87789045339297	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000010626:SMG1	0	0	0	0	0	0	0	0.635937094950812	0.883616224161415	0.884480229310619	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000000639:RELN	0	0	0	0	0	0	0	0.643081571895875	0.889369938789811	0.889553350021057	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000023839:ZFHX3	0	0	0	0	0	0	0	0.651779241657023	0.911737375081743	0.897652676316734	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000010165:SPEN	0	0	0	0	0	0	0	0.656091999840381	0.899149989190574	0.89836480858799	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000025587:BRCA2	0	0	0	0	0	0	0	0.657874624920813	0.89490698365795	0.898725419137107	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000012430:ATM	0	0	0	0	0	0	0	0.666587570901196	0.888294509502295	0.902425294124678	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000007347:MGA	0	0	0	0	0	0	0	0.676871743473185	0.901973402917734	0.909904396192374	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000011214:UBR5	0	0	0	0	0	0	0	0.684994385713559	0.887526232412368	0.911853382444153	0.937136947230115	0.988598003490126	0.997964132078425
ENSFCAG00000024379:MGAM	0	0	0	0	0	0	0	0.683610666193309	0.89627745456463	0.912526398903569	0.937136947230115	0.988598003490126	0.997964132078425
