gene_name	n_syn	n_mis	n_non	n_spl	wmis_cv	wnon_cv	wspl_cv	pmis_cv	ptrunc_cv	pallsubs_cv	qmis_cv	qtrunc_cv	qallsubs_cv
ENSFCAG00000003470:CTNNB1	0	12	0	0	102.672038324703	0	0	0	0.90388142943202	0	0	0.975568209424092	0
ENSFCAG00000000787:APC	0	0	3	0	0	128.759020311657	128.759020311657	0.406177549664627	1.47028876107402e-06	6.52992628225046e-06	0.835639994516071	0.00132031930744447	0.00293193690073046
ENSFCAG00000013448:MSH2	0	1	0	2	8.44225402358595	256.422274680463	256.422274680463	0.113649980718503	1.9894049291036e-05	3.20081454653343e-05	0.835639994516071	0.00893242813167516	0.00958110487595672
ENSFCAG00000000620:FBXW7	0	1	2	0	10.5735825087249	195.114722438163	195.114722438163	0.0882972292270114	3.52506745427972e-05	4.50979581179123e-05	0.835639994516071	0.010551701913144	0.0101244915974713
ENSFCAG00000026263:ACVR1B	0	2	1	0	23.6161853982445	165.910143786301	165.910143786301	0.00298948140968769	0.00411110548315585	0.000198980500693113	0.482719722636127	0.634269790400185	0.0357368979244832
ENSFCAG00000018737:PIK3CA	0	3	0	0	23.0351995890633	0	0	0.000299204389682006	0.875413833388775	0.00143010696446821	0.134342770967221	0.975568209424092	0.214039342348743
ENSFCAG00000019200:PTEN	0	2	0	0	40.8952932015872	0	0	0.000941853064564402	0.932589407345271	0.00419927104378792	0.281928017326278	0.975568209424092	0.538706485331651
ENSFCAG00000027895:BMPR1A	0	2	0	0	26.9575016677393	0	0	0.00226398315967435	0.912084938531311	0.00939866162681069	0.482719722636127	0.975568209424092	0.985873151334659
ENSFCAG00000010003:TRAF3	0	0	1	0	0	207.212132218048	207.212132218048	0.654430450337	0.00322380751207174	0.011814815723089	0.835639994516071	0.634269790400185	0.985873151334659
ENSFCAG00000009623:TP53	0	2	0	0	22.7771181421127	0	0	0.00322529881494071	0.915426983560983	0.0129927982024806	0.482719722636127	0.975568209424092	0.985873151334659
ENSFCAG00000030907:MAP3K7	0	0	1	0	0	150.741121401285	150.741121401285	0.689496627187842	0.00456665317564553	0.0165453727734824	0.835639994516071	0.634269790400185	0.985873151334659
ENSFCAG00000010119:SNX29	0	0	0	1	0	138.87387686678	138.87387686678	0.585147167720714	0.00499660650626033	0.0167483269633124	0.835639994516071	0.634269790400185	0.985873151334659
ENSFCAG00000028455:PRF1	0	2	0	0	18.70832253884	0	0	0.00487151478475178	0.945878817395501	0.0189571783849052	0.6249457538153	0.975568209424092	0.985873151334659
ENSFCAG00000001719:CTNNA1	0	0	1	0	0	123.360167324159	123.360167324159	0.603845374297468	0.00569121210214052	0.019110511921438	0.835639994516071	0.634269790400185	0.985873151334659
ENSFCAG00000028208:RBM15	0	0	1	0	0	111.564290651631	111.564290651631	0.542599810124878	0.00635682417995731	0.0200672679346801	0.835639994516071	0.634269790400185	0.985873151334659
