gene_name	n_syn	n_mis	n_non	n_spl	wmis_cv	wnon_cv	wspl_cv	pmis_cv	ptrunc_cv	pallsubs_cv	qmis_cv	qtrunc_cv	qallsubs_cv
ENSFCAG00000003112:KIT	0	14	0	0	264.56960942528	0	0	0	0.918571503272903	0	0	0.98718141230274	0
ENSFCAG00000025776:RAC2	0	2	0	0	173.872163797707	0	0	4.5177264334173e-05	0.959435933096029	0.000243224110933249	0.0202845916860437	0.98718141230274	0.109207625809029
ENSFCAG00000028515:RARA	0	2	0	0	81.2081146355486	0	0	0.00022358779712095	0.949234128843441	0.00109951516294349	0.066927280604871	0.98718141230274	0.329121538774417
ENSFCAG00000010119:SNX29	0	0	0	1	0	201.720575383155	201.720575383155	0.765777546200345	0.00332544789752121	0.0128500792971933	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000011746:TSC2	0	0	0	1	0	108.119998417017	108.119998417017	0.658555324393781	0.00659148966826684	0.0226283401998536	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000006262:CREBBP	0	0	1	0	0	99.1001656307849	99.1001656307849	0.602581122160457	0.00725585798559136	0.0237456528442013	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000030040:ATRX	0	0	0	1	0	89.0515424249331	89.0515424249331	0.607422527539264	0.0081647897008813	0.0264901916436504	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000022046:SDC4	0	1	0	0	93.6527454395817	0	0	0.0077229586381995	0.971716295589981	0.0287551176023608	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000006788:ACTB	0	1	0	0	47.1110313239031	0	0	0.0165486080135709	0.956776185172062	0.0565128700131019	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000044642:GNA11	0	1	0	0	44.7633114954532	0	0	0.0175189662935205	0.953259522375418	0.0593955373495805	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000009200:IL7R	0	1	0	0	42.7815615454842	0	0	0.01842652300223	0.94232946333571	0.0620263588329653	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000028952:HOXA3	1	1	0	0	39.5558707030179	0	0	0.0201114541353535	0.971213010189605	0.0670879601164708	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000008618:EZH2	0	1	0	0	37.0996482568286	0	0	0.0216049027873129	0.937933368668362	0.0712395898717131	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000002012:ARID3B	0	1	0	0	30.362348887097	0	0	0.0270357501945144	0.950301358940482	0.0866209800665976	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000025491:ELP2	0	1	0	0	27.2713711274616	0	0	0.0304928468438387	0.911780985668133	0.0956742501939475	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000008632:KMT2C	0	2	0	0	7.36070776015216	0	0	0.0335774218524066	0.8521272594001	0.102741365082405	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000006634:LRIG3	0	1	0	0	16.786170392844	0	0	0.0525959928047798	0.903518782435639	0.151718379304979	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000013897:SMC1A	0	1	0	0	15.1349841299237	0	0	0.0590928378924008	0.910724578290568	0.167354420308517	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000001147:BCL9L	0	1	0	0	13.5398578509783	0	0	0.0669789327345616	0.938737344583495	0.186236435887588	0.915446761043733	0.98718141230274	0.996455731204466
ENSFCAG00000011453:RPTOR	0	1	0	0	13.1089852681614	0	0	0.0694597653467909	0.89247278324985	0.190702510454775	0.915446761043733	0.98718141230274	0.996455731204466
