gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
ENSFCAG00000002791:P2RY8	0	12	3	0	3	130.755536222624	2133.29225367875	2133.29225367875	72.5085368150147	1.14075415780235e-12	4.195611191804e-09	1.11022302462516e-16	2.75070479126896e-05	5.12198616853254e-10	3.76765885024e-06	9.96980276113391e-14	0.0247013290255953	0	0
ENSFCAG00000012230:B2M	0	9	0	0	1	379.15565339673	0	0	72.7116419601548	1.06581410364015e-14	0.950360012921987	1.02473585172902e-13	0.0136222050486391	9.57101065068855e-12	0.967435019284694	4.6010639742633e-11	1	4.91828799908944e-14	2.20831131159116e-11
ENSFCAG00000009623:TP53	0	7	1	0	0	75.0606832265684	150.644873482028	150.644873482028	0	1.49384834391419e-07	0.00724427958211171	1.47372026582104e-07	1	4.47158604278316e-05	0.309779193558872	4.41133599569099e-05	1	2.4655790495931e-06	0.000738029995511535
ENSFCAG00000025854:CASP8	0	3	0	2	1	38.4063044617962	398.62548913771	398.62548913771	18.0264279026217	0.000877513368114258	3.40438997336046e-05	4.47640768774793e-06	0.0533981577728536	0.1125724292238	0.0101904739869256	0.000803962820719528	1	3.88347248236887e-06	0.00087183957229181
ENSFCAG00000010003:TRAF3	0	0	1	1	2	0	297.046136573366	297.046136573366	30.4136569183073	0.645987899822211	6.29402634620968e-05	0.00023731932608051	0.00278979570316687	0.815665875906896	0.0141300891472407	0.0304446792600425	0.835078847147951	1.00819668040764e-05	0.00181072123801211
ENSFCAG00000030732:IKZF3	0	4	0	2	0	44.2766532935219	405.43768901965	405.43768901965	0	0.000132348360448842	3.28601220381808e-05	1.04398325850852e-06	1	0.0198081379471767	0.0101904739869256	0.000234374241535162	1	1.54222083440514e-05	0.00200598273280184
ENSFCAG00000028389:MAP2K1	0	5	0	0	1	70.5749971028211	0	0	21.9611304397422	4.11799911004262e-06	0.918077979920689	2.40113104622575e-05	0.0441281839169049	0.000924490800204569	0.967435019284694	0.00359369279918453	1	1.56368364472304e-05	0.00200598273280184
ENSFCAG00000023383:GNA13	0	4	0	0	1	47.5829285344109	0	0	22.8907020985673	0.000100815769104257	0.93590019098844	0.000512137487186926	0.0423895891577033	0.0181065121311245	0.967435019284694	0.0510999403882066	1	0.000254818741330709	0.0286034037143721
ENSFCAG00000012814:ARID1A	0	0	2	0	2	0	118.478331207535	118.478331207535	7.57346642735967	0.44187889802813	0.000429228437410112	0.000788816949295112	0.0360965273616074	0.815665875906896	0.0642411894657134	0.0708357620467011	1	0.000326492983991233	0.0325767444026808
ENSFCAG00000008135:TNFAIP3	0	1	1	1	1	6.72051519682093	247.606890966962	247.606890966962	10.7486775071533	0.213420050641318	9.20795854428835e-05	0.000400329315088599	0.087320565480794	0.815665875906896	0.0165374935455419	0.0449369656186952	1	0.000393664291024831	0.0353510533340298
ENSFCAG00000033129:FAS	1	2	0	0	2	15.4278318437814	0	0	54.9376850365614	0.0156203658726588	0.889197695451886	0.0527996214666033	0.000884760928368073	0.501557110608318	0.967435019284694	0.853882339217816	0.397257656837265	0.000512531484514134	0.0418412066448811
ENSFCAG00000036644:CCND3	0	0	1	0	1	0	309.536303943401	309.536303943401	29.5313494650458	0.737326110566709	0.00329351058512528	0.011823700470027	0.0330789952217073	0.815665875906896	0.2688702277675	0.505603953432584	1	0.00346001121479789	0.258924172574042
ENSFCAG00000026268:INPP4B	0	2	0	0	2	13.245945502213	0	0	18.4099689218264	0.0352440924967627	0.872403925805975	0.105136947236763	0.00724835969267437	0.695830000672903	0.967435019284694	0.981209057757774	1	0.00623333328361741	0.425684925912133
ENSFCAG00000001242:NFKB2	0	2	0	0	2	12.4010748623521	0	0	18.769382631797	0.0397973550185425	0.879745376050047	0.117098595526701	0.00698993819083101	0.711335823725836	0.967435019284694	0.981209057757774	1	0.00663651332157	0.425684925912133
ENSFCAG00000032144:ACTG1	0	2	0	1	0	24.5589056690919	397.216322975035	397.216322975035	0	0.010767920676965	0.00251028436721001	0.000911700483050559	1	0.45887580540716	0.225423536175459	0.0744258300997081	1	0.00729378532884795	0.436654615020364
ENSFCAG00000045832:ID3	0	1	1	0	0	35.5714128557174	773.769682270901	773.769682270901	0	0.0356438530411509	0.00121889758956628	0.000994554522490532	1	0.695830000672903	0.136821254428815	0.0744258300997081	1	0.00787012439937074	0.441710731914683
ENSFCAG00000041416:IRS2	0	4	1	0	0	14.9828473962067	236.882213833313	236.882213833313	0	0.00596955324958282	0.00441079009791967	0.00119258654515131	1	0.382904201294669	0.28292067913799	0.0823802090419904	1	0.00922063882037139	0.487066685923147
ENSFCAG00000037105:RPL22	0	1	0	0	1	40.0570759639998	0	0	67.0750805678948	0.0312603577101437	0.94822600329527	0.0979147432254587	0.0147551224252888	0.650037292714576	0.967435019284694	0.981209057757774	1	0.0108931143903228	0.522340138472282
ENSFCAG00000009445:KDM6A	0	0	2	0	0	0	99.4991228293991	99.4991228293991	0	0.51897128141784	0.000617451199289576	0.001469030418637	1	0.815665875906896	0.0792101681374342	0.0942278082811445	1	0.0110517401235783	0.522340138472282
ENSFCAG00000019200:PTEN	0	2	0	1	0	28.0906058516928	172.696158953252	172.696158953252	0	0.00824517292700888	0.00623526691733356	0.00164822235182249	1	0.43553913461494	0.309779193558872	0.0986735781291066	1	0.0122101266710306	0.548234687529274
ENSFCAG00000005090:AMER1	0	0	1	0	1	0	160.806688795521	160.806688795521	7.63696857304363	0.580655864381932	0.00674306002242298	0.0184627762236623	0.119862378849616	0.815665875906896	0.309779193558872	0.592127608887456	1	0.0157419207545616	0.673154516076015
ENSFCAG00000035249:EIF1AX	0	1	0	1	0	40.0511406243033	282.81029502518	282.81029502518	0	0.0312654784096116	0.00363444668282431	0.00242360259776586	1	0.650037292714576	0.271977760098019	0.136024695799609	1	0.0170197496524761	0.693887549354369
ENSFCAG00000007517:JAK3	0	2	0	1	1	9.24748042155469	75.4616630392791	75.4616630392791	7.01758750467026	0.0673083366607943	0.0155191567526805	0.0196897488411352	0.129461710789462	0.815665875906896	0.497721527282394	0.609703257218599	1	0.0177721755402567	0.693887549354369
ENSFCAG00000023460:ELF4	0	2	0	0	1	19.2165853450302	0	0	13.1300233585105	0.0174041417296411	0.920584530283728	0.0583073510983875	0.072294804693176	0.50415868623283	0.967435019284694	0.902758642868137	1	0.0272690226982961	0.99991707324556
ENSFCAG00000011321:INPP5D	0	0	1	0	1	0	67.4984055878316	67.4984055878316	7.3203768132474	0.544192622237401	0.0175547310493361	0.0405697942810813	0.124584387428488	0.815665875906896	0.525471616076795	0.75899323467523	1	0.031779324625465	0.99991707324556
ENSFCAG00000008561:CARD11	0	3	0	0	1	13.4547367267702	0	0	7.43357851654504	0.0154804010240851	0.865633568062633	0.0507632001401487	0.122853884732129	0.501557110608318	0.967435019284694	0.844173217145435	1	0.0379010852247026	0.99991707324556
ENSFCAG00000000142:FGF6	0	0	0	1	0	0	590.464732920002	590.464732920002	0	0.787163358351541	0.00163274940964098	0.00648365479203317	1	0.819943854964145	0.162912107761955	0.342489529602693	1	0.0391513608942936	0.99991707324556
ENSFCAG00000009873:PTPRK	1	4	0	0	1	7.70232551386123	0	0	5.82280309102182	0.0160059413140949	0.762225219741172	0.0491298067357604	0.153105519787726	0.501557110608318	0.967435019284694	0.844173217145435	1	0.0443042205303021	0.99991707324556
ENSFCAG00000044847:BCL11B	0	4	0	0	0	21.0717777813211	0	0	0	0.00193209250126303	0.928124377812246	0.00802730475138969	1	0.216877383266775	0.967435019284694	0.40047331481933	1	0.0467582992607292	0.99991707324556
ENSFCAG00000028848:CIITA	1	1	1	0	1	2.30098436449566	45.7011150650629	45.7011150650629	7.38283736626146	0.522821237509788	0.0218689195104147	0.0679399608465924	0.123623585172786	0.815665875906896	0.595099688495527	0.981209057757774	1	0.0485431301815693	0.99991707324556
ENSFCAG00000015690:PTPRC	1	0	0	0	2	0	0	0	13.311823681936	0.36692134294931	0.784738941586569	0.645863154377137	0.0132285177794986	0.815665875906896	0.967435019284694	0.981209057757774	1	0.0492341278109738	0.99991707324556
ENSFCAG00000026584:LRP1B	0	6	0	1	1	9.60302470431058	19.4978139481057	19.4978139481057	1.88101856375183	0.0122639413471847	0.0690356974051134	0.0227043642134113	0.382878174906184	0.45887580540716	0.967435019284694	0.637141220738854	1	0.0499433730139972	0.99991707324556
ENSFCAG00000015088:KLHL6	0	3	0	0	0	26.4455969487996	0	0	0	0.00254261852793158	0.918806506484075	0.0103065184600364	1	0.253696826453618	0.967435019284694	0.48711860932172	1	0.0574586211303345	0.99991707324556
ENSFCAG00000025339:DDX3X	0	3	0	0	0	25.1630247961227	0	0	0	0.00292114558515655	0.887643998372802	0.0114871368098939	1	0.262318873547058	0.967435019284694	0.505603953432584	1	0.0627947482097407	0.99991707324556
ENSFCAG00000027154:BCL11A	0	1	1	0	0	6.3772669069631	212.22863692746	212.22863692746	0	0.224990889450969	0.00497437985674098	0.0137219902300779	1	0.815665875906896	0.286249334687361	0.542813027939141	1	0.0725722527644532	0.99991707324556
ENSFCAG00000028366:XBP1	0	0	0	1	0	0	256.620236051527	256.620236051527	0	0.712945483136946	0.00404132987633854	0.01390278356637	1	0.815665875906896	0.279162632996308	0.542813027939141	1	0.0733464453792789	0.99991707324556
ENSFCAG00000013046:GADD45B	0	2	0	0	0	38.6743879723402	0	0	0	0.00432979574771075	0.943235012426491	0.0169445917496549	1	0.328527117858421	0.967435019284694	0.592127608887456	1	0.0860413592596072	0.99991707324556
ENSFCAG00000000479:CALR	0	0	0	1	0	0	207.441445726894	207.441445726894	0	0.701510329920197	0.00510021086302648	0.0169594279362246	1	0.815665875906896	0.286249334687361	0.592127608887456	1	0.086101851865459	0.99991707324556
ENSFCAG00000002901:PCLO	1	4	1	0	2	2.89278766106296	16.7696624098725	16.7696624098725	3.31902009714554	0.209388174252769	0.0666323754786683	0.126975513981383	0.134057586064657	0.815665875906896	0.967435019284694	0.981209057757774	1	0.0863569644246961	0.99991707324556
ENSFCAG00000004500:LTB	0	2	0	0	0	38.3320385734912	0	0	0	0.00440867846752757	0.946384686870393	0.0172387362045469	1	0.328527117858421	0.967435019284694	0.592127608887456	1	0.0872382850401461	0.99991707324556
ENSFCAG00000009461:SMARCD1	0	1	0	0	1	10.7355186820293	0	0	16.7687701419737	0.131325815712549	0.897104884446944	0.315227563404381	0.0572414221718991	0.815665875906896	0.967435019284694	0.981209057757774	1	0.0904899117747742	0.99991707324556
