gene_name	n_syn	n_mis	n_non	n_spl	n_ind	wmis_cv	wnon_cv	wspl_cv	wind_cv	pmis_cv	ptrunc_cv	pallsubs_cv	pind_cv	qmis_cv	qtrunc_cv	qallsubs_cv	qind_cv	pglobal_cv	qglobal_cv
ENSFCAG00000000620:FBXW7	0	8	5	0	6	519.713282736705	2652.58626087898	2652.58626087898	777.572672566372	1.93978166862507e-11	1.626032641866e-12	1.11022302462516e-16	1.73474959964769e-06	1.87867854606338e-07	3.14962522729445e-08	2.15050199869893e-12	0.0336020997451758	0	0
ENSFCAG00000018737:PIK3CA	0	11	0	0	0	550.087134747716	0	0	0	1.16129328375791e-13	0.943812687541416	9.57456336436735e-13	1	2.24942509063908e-09	0.995137504965393	9.27296461838978e-09	1	2.7454594153653e-11	2.6589774437813e-07
ENSFCAG00000006820:TRMT5	0	0	0	3	0	0	3546.79453537165	3546.79453537165	0	0.891748612708524	2.1731650923229e-09	1.48153442847132e-08	1	0.967092427931687	2.10471039191473e-05	9.56577395982983e-05	1	2.81900480736397e-07	0.001820137437288
ENSFCAG00000001331:SLC5A1	0	2	0	0	2	101.293208061479	0	0	194.58775589749	0.000481205126037554	0.957906020258465	0.00223755183348073	0.0014815140180867	0.967092427931687	0.995137504965393	0.999582211190463	1	4.51400814046599e-05	0.218590844202065
ENSFCAG00000023993:GAL	0	1	0	0	2	85.1630775944337	0	0	777.572672566372	0.008558947146869	0.972371569362565	0.0315270328959358	0.00013656249571084	0.967092427931687	0.995137504965393	0.999582211190463	0.794784944357438	5.75015018449143e-05	0.222760818147198
ENSFCAG00000052605:NA	0	0	0	0	2	0	0	0	2184.19290046734	0.955676772446487	0.994067852253682	0.998429054217044	1.90899760675223e-05	0.967092427931687	0.995137504965393	0.999582211190463	0.184886418213954	0.00022620238565596	0.730256701692659
ENSFCAG00000053200:NA	0	1	0	0	1	177.623428320201	0	0	403.305328094591	0.00381341534219382	0.978026196767418	0.0152119351821343	0.00234204799477108	0.967092427931687	0.995137504965393	0.999582211190463	1	0.000400534069219027	0.999999912714099
ENSFCAG00000036037:EHF	0	1	0	0	1	119.657449996272	0	0	302.793096793758	0.00588239592481232	0.964512913326386	0.0225058501303884	0.00306438147218296	0.967092427931687	0.995137504965393	0.999582211190463	1	0.000729795991819882	0.999999912714099
ENSFCAG00000036087:LMO2	0	1	0	0	1	64.2943938028352	0	0	275.344430795457	0.0116849778323619	0.969410587392419	0.0415955885495835	0.00334639552427244	0.967092427931687	0.995137504965393	0.999582211190463	1	0.0013751983433743	0.999999912714099
ENSFCAG00000047273:NA	0	0	0	0	2	0	0	0	652.326067589238	0.921371553196167	0.979722890807198	0.994819017005394	0.000188676880036414	0.967092427931687	0.995137504965393	0.999582211190463	0.794784944357438	0.00179828534404958	0.999999912714099
